id_venda,data_venda,mes,ano,trimestre,dia_semana,categoria,produto,marca,preco_unitario,quantidade,desconto_percentual,valor_desconto,valor_total,custo_unitario,margem_bruta,forma_pagamento,regiao,cidade,canal_venda,avaliacao_cliente,devolvido
VND001541,2025-03-04,3,2025,1,Tuesday,Aspiradores,Aspirador Robot,Britania,1485.42,1,10,148.54,1336.88,856.05,480.83,Cartao Debito,Centro-Oeste,Campo Grande,Loja Fisica,3.0,0
VND001542,2025-03-04,3,2025,1,Tuesday,Aspiradores,Aspirador Robot,Black+Decker,1490.91,2,0,0.0,2981.82,786.77,1408.28,Cartao Credito,Centro-Oeste,Campo Grande,Loja Fisica,5.0,0
VND001543,2025-03-04,3,2025,1,Tuesday,Aspiradores,Aspirador Po 1200W,Philips,286.55,1,0,0.0,286.55,165.56,120.99,Cartao Credito,Sul,Joinville,App Mobile,5.0,0
VND001544,2025-03-04,3,2025,1,Tuesday,Refrigeradores,Frigobar 80L,Electrolux,783.51,1,15,117.53,665.98,424.24,241.74,Cartao Debito,Nordeste,Fortaleza,Loja Fisica,,0
VND001545,2025-03-04,3,2025,1,Tuesday,Notebooks,Notebook i5 8GB,Dell,2388.96,3,20,1433.38,5733.5,1338.95,1716.65,PIX,Sudeste,Sao Paulo,E-commerce,,0
VND001546,2025-03-04,3,2025,1,Tuesday,Refrigeradores,Frigobar 80L,Consul,811.68,2,0,0.0,1623.36,417.98,787.4,Financiamento,Sudeste,Guarulhos,App Mobile,,0
VND001547,2025-03-04,3,2025,1,Tuesday,Micro-ondas,Micro-ondas 20L,Consul,347.15,1,5,17.36,329.79,198.36,131.43,PIX,Sul,Florianopolis,Loja Fisica,5.0,1
VND001548,2025-03-04,3,2025,1,Tuesday,Smartphones,Smartphone Premium 512GB,Xiaomi,5181.79,1,20,1036.36,4145.43,2730.55,1414.88,Financiamento,Sudeste,Guarulhos,Loja Fisica,,0
VND001549,2025-03-04,3,2025,1,Tuesday,Micro-ondas,Micro-ondas 30L,Brastemp,507.69,1,0,0.0,507.69,312.96,194.73,PIX,Sul,Curitiba,E-commerce,4.0,0
VND001550,2025-03-04,3,2025,1,Tuesday,Micro-ondas,Micro-ondas 20L,LG,335.29,1,0,0.0,335.29,190.04,145.25,Cartao Credito,Norte,Porto Velho,Loja Fisica,,0
VND001551,2025-03-04,3,2025,1,Tuesday,Lavadoras,Lavadora 10kg,Samsung,1252.56,2,20,501.02,2004.1,701.55,601.0,Cartao Credito,Sudeste,Rio de Janeiro,E-commerce,1.0,0
VND001552,2025-03-04,3,2025,1,Tuesday,Aspiradores,Aspirador Po 1200W,Xiaomi,280.98,1,0,0.0,280.98,156.55,124.43,Cartao Credito,Centro-Oeste,Anapolis,Loja Fisica,,0
VND001553,2025-03-04,3,2025,1,Tuesday,Micro-ondas,Micro-ondas 30L,Brastemp,568.58,1,0,0.0,568.58,287.51,281.07,Cartao Credito,Sudeste,Rio de Janeiro,Loja Fisica,5.0,0
VND001554,2025-03-05,3,2025,1,Wednesday,Smartphones,Smartphone Mid 128GB,Xiaomi,1190.09,1,0,0.0,1190.09,713.56,476.53,Cartao Credito,Sudeste,Rio de Janeiro,Televendas,5.0,0
VND001555,2025-03-05,3,2025,1,Wednesday,Smartphones,Smartphone Top 256GB,Realme,2463.26,1,20,492.65,1970.61,1398.52,572.09,PIX,Nordeste,Recife,Loja Fisica,5.0,0
VND001556,2025-03-05,3,2025,1,Wednesday,Notebooks,Notebook i7 16GB,Dell,3953.16,1,0,0.0,3953.16,2306.29,1646.87,Cartao Credito,Sudeste,Guarulhos,Televendas,,0
VND001557,2025-03-05,3,2025,1,Wednesday,Aspiradores,Aspirador Po 1200W,Philips,314.19,2,15,94.26,534.12,168.76,196.6,Cartao Credito,Nordeste,Recife,E-commerce,,0
VND001558,2025-03-05,3,2025,1,Wednesday,Tablets,"Tablet 8"" 32GB",Lenovo,731.26,1,5,36.56,694.7,385.02,309.68,Cartao Credito,Norte,Macapa,Televendas,,0
VND001559,2025-03-05,3,2025,1,Wednesday,Micro-ondas,Micro-ondas 30L,Brastemp,520.7,1,5,26.04,494.66,294.02,200.64,Boleto,Sudeste,Guarulhos,E-commerce,5.0,0
VND001560,2025-03-05,3,2025,1,Wednesday,Televisores,"TV 65"" OLED",Philips,5623.38,1,0,0.0,5623.38,3007.93,2615.45,PIX,Nordeste,Natal,Televendas,4.0,0
VND001561,2025-03-05,3,2025,1,Wednesday,Micro-ondas,Micro-ondas 20L,Brastemp,349.78,2,5,34.98,664.58,190.37,283.84,PIX,Sul,Curitiba,Loja Fisica,5.0,0
VND001562,2025-03-05,3,2025,1,Wednesday,Televisores,"TV 43"" 4K",TCL,1745.82,1,5,87.29,1658.53,978.16,680.37,PIX,Sudeste,Belo Horizonte,Televendas,5.0,0
VND001563,2025-03-05,3,2025,1,Wednesday,Fogoes,Fogao 4 Bocas,Fischer,728.98,1,0,0.0,728.98,378.7,350.28,PIX,Nordeste,Maceio,App Mobile,,0
VND001564,2025-03-05,3,2025,1,Wednesday,Aspiradores,Aspirador Robot,Xiaomi,1613.33,1,0,0.0,1613.33,823.48,789.85,Cartao Debito,Sul,Curitiba,E-commerce,,0
VND001565,2025-03-05,3,2025,1,Wednesday,Fogoes,Fogao 4 Bocas,Electrolux,692.78,1,0,0.0,692.78,385.74,307.04,Cartao Credito,Sul,Porto Alegre,E-commerce,1.0,0
VND001566,2025-03-05,3,2025,1,Wednesday,Notebooks,Notebook Gaming RTX,Samsung,7704.38,3,0,0.0,23113.14,4108.55,10787.49,PIX,Sudeste,Belo Horizonte,E-commerce,,0
VND001567,2025-03-05,3,2025,1,Wednesday,Notebooks,Notebook Gaming RTX,Acer,7779.81,1,5,388.99,7390.82,4093.51,3297.31,Cartao Debito,Sudeste,Guarulhos,Loja Fisica,3.0,0
VND001568,2025-03-05,3,2025,1,Wednesday,Televisores,"TV 55"" QLED",TCL,3167.79,1,0,0.0,3167.79,1720.71,1447.08,Financiamento,Sudeste,Sao Paulo,App Mobile,3.0,0
VND001569,2025-03-05,3,2025,1,Wednesday,Televisores,"TV 43"" 4K",Sony,1860.92,1,10,186.09,1674.83,1006.96,667.87,Cartao Credito,Nordeste,Maceio,E-commerce,,0
VND001570,2025-03-05,3,2025,1,Wednesday,Tablets,"Tablet 11"" 128GB",Positivo,2180.45,1,5,109.02,2071.43,1180.74,890.69,Cartao Debito,Sul,Porto Alegre,Loja Fisica,,0
VND001571,2025-03-05,3,2025,1,Wednesday,Smartphones,Smartphone Top 256GB,Motorola,2441.46,3,0,0.0,7324.38,1334.42,3321.12,Financiamento,Sul,Curitiba,E-commerce,4.0,0
VND001572,2025-03-06,3,2025,1,Thursday,Notebooks,Notebook Gaming RTX,Lenovo,7390.37,1,0,0.0,7390.37,4195.08,3195.29,Cartao Credito,Sudeste,Belo Horizonte,Loja Fisica,,0
VND001573,2025-03-06,3,2025,1,Thursday,Aspiradores,Aspirador Po 1200W,Xiaomi,274.04,1,20,54.81,219.23,166.82,52.41,Financiamento,Sul,Florianopolis,Loja Fisica,4.0,0
VND001574,2025-03-06,3,2025,1,Thursday,Micro-ondas,Micro-ondas 30L,LG,522.12,1,0,0.0,522.12,310.34,211.78,PIX,Nordeste,Fortaleza,Loja Fisica,,0
VND001575,2025-03-06,3,2025,1,Thursday,Televisores,"TV 32"" LED",LG,892.34,1,20,178.47,713.87,532.11,181.76,Cartao Credito,Sudeste,Campinas,E-commerce,5.0,0
VND001576,2025-03-06,3,2025,1,Thursday,Smartphones,Smartphone Entry 64GB,Motorola,653.46,1,10,65.35,588.11,386.07,202.04,PIX,Centro-Oeste,Campo Grande,Loja Fisica,2.0,0
VND001577,2025-03-06,3,2025,1,Thursday,Lavadoras,Lavadora 12kg,LG,1501.57,1,0,0.0,1501.57,842.77,658.8,PIX,Sudeste,Guarulhos,E-commerce,,0
VND001578,2025-03-06,3,2025,1,Thursday,Notebooks,Notebook i7 16GB,Samsung,4458.47,1,0,0.0,4458.47,2317.92,2140.55,Cartao Credito,Sudeste,Belo Horizonte,E-commerce,,0
VND001579,2025-03-06,3,2025,1,Thursday,Ar Condicionado,Ar 9000 BTU Split,Midea,1406.66,1,0,0.0,1406.66,742.71,663.95,Cartao Credito,Sudeste,Sao Paulo,App Mobile,,0
VND001580,2025-03-06,3,2025,1,Thursday,Aspiradores,Aspirador Po 1200W,Xiaomi,308.9,1,5,15.45,293.45,164.47,128.98,Cartao Credito,Sudeste,Belo Horizonte,E-commerce,2.0,0
VND001581,2025-03-06,3,2025,1,Thursday,Refrigeradores,Geladeira 300L Frost Free,LG,1968.12,1,15,295.22,1672.9,1050.74,622.16,Cartao Debito,Nordeste,Natal,Loja Fisica,4.0,0
VND001582,2025-03-06,3,2025,1,Thursday,Ar Condicionado,Ar 18000 BTU Split,Daikin,2540.75,1,0,0.0,2540.75,1319.96,1220.79,Boleto,Sul,Curitiba,App Mobile,4.0,0
VND001583,2025-03-06,3,2025,1,Thursday,Smartphones,Smartphone Entry 64GB,Apple,666.26,1,5,33.31,632.95,375.8,257.15,Cartao Credito,Sudeste,Sao Paulo,E-commerce,4.0,0
VND001584,2025-03-06,3,2025,1,Thursday,Notebooks,Notebook Gaming RTX,Dell,7415.78,1,0,0.0,7415.78,3969.84,3445.94,Cartao Credito,Sudeste,Belo Horizonte,Televendas,4.0,0
VND001585,2025-03-06,3,2025,1,Thursday,Tablets,"Tablet 10"" 64GB",Amazon,1231.31,1,0,0.0,1231.31,687.22,544.09,Cartao Credito,Centro-Oeste,Cuiaba,Loja Fisica,4.0,0
VND001586,2025-03-06,3,2025,1,Thursday,Televisores,"TV 75"" 4K Smart",LG,7316.21,1,10,731.62,6584.59,4181.37,2403.22,Financiamento,Sudeste,Rio de Janeiro,Televendas,4.0,0
VND001587,2025-03-06,3,2025,1,Thursday,Ar Condicionado,Ar 12000 BTU Split,Samsung,1823.61,1,0,0.0,1823.61,1022.75,800.86,PIX,Sudeste,Campinas,App Mobile,2.0,0
VND001588,2025-03-06,3,2025,1,Thursday,Fogoes,Fogao 6 Bocas,Fischer,1375.46,2,0,0.0,2750.92,753.34,1244.24,Cartao Credito,Sudeste,Belo Horizonte,Loja Fisica,,0
VND001589,2025-03-06,3,2025,1,Thursday,Tablets,"Tablet 11"" 128GB",Lenovo,2246.13,1,5,112.31,2133.82,1178.79,955.03,PIX,Sudeste,Belo Horizonte,E-commerce,5.0,0
VND001590,2025-03-06,3,2025,1,Thursday,Televisores,"TV 32"" LED",Philips,971.97,1,5,48.6,923.37,566.42,356.95,Financiamento,Centro-Oeste,Cuiaba,Loja Fisica,4.0,0
VND001591,2025-03-06,3,2025,1,Thursday,Televisores,"TV 65"" OLED",TCL,5354.42,1,0,0.0,5354.42,2880.37,2474.05,PIX,Sul,Curitiba,App Mobile,,0
VND001592,2025-03-06,3,2025,1,Thursday,Micro-ondas,Micro-ondas 30L,Electrolux,535.34,1,15,80.3,455.04,303.9,151.14,Cartao Debito,Sudeste,Rio de Janeiro,Loja Fisica,4.0,0
VND001593,2025-03-06,3,2025,1,Thursday,Smartphones,Smartphone Top 256GB,Apple,2488.68,1,10,248.87,2239.81,1434.49,805.32,Boleto,Nordeste,Recife,Loja Fisica,,0
VND001594,2025-03-06,3,2025,1,Thursday,Aspiradores,Aspirador Vertical,Black+Decker,540.43,1,0,0.0,540.43,316.88,223.55,PIX,Nordeste,Natal,E-commerce,3.0,0
VND001595,2025-03-07,3,2025,1,Friday,Aspiradores,Aspirador Robot,Britania,1462.13,1,10,146.21,1315.92,810.4,505.52,Cartao Credito,Centro-Oeste,Anapolis,Televendas,4.0,0
VND001596,2025-03-07,3,2025,1,Friday,Aspiradores,Aspirador Po 1200W,Britania,297.32,1,0,0.0,297.32,158.27,139.05,PIX,Norte,Belem,Loja Fisica,,0
VND001597,2025-03-07,3,2025,1,Friday,Aspiradores,Aspirador Robot,Britania,1550.85,1,5,77.54,1473.31,855.85,617.46,Cartao Credito,Centro-Oeste,Campo Grande,E-commerce,,0
VND001598,2025-03-07,3,2025,1,Friday,Lavadoras,Lava e Seca 11kg,Brastemp,2802.82,1,0,0.0,2802.82,1553.69,1249.13,Financiamento,Nordeste,Maceio,Loja Fisica,,0
VND001599,2025-03-07,3,2025,1,Friday,Tablets,"Tablet 8"" 32GB",Samsung,740.22,1,0,0.0,740.22,390.66,349.56,Cartao Debito,Centro-Oeste,Goiania,E-commerce,,0
VND001600,2025-03-07,3,2025,1,Friday,Refrigeradores,Frigobar 80L,Samsung,841.09,1,0,0.0,841.09,460.76,380.33,PIX,Centro-Oeste,Brasilia,Loja Fisica,3.0,0
VND001601,2025-03-07,3,2025,1,Friday,Refrigeradores,Geladeira 300L Frost Free,Brastemp,1736.98,1,0,0.0,1736.98,1057.69,679.29,PIX,Sudeste,Belo Horizonte,Televendas,5.0,0
VND001602,2025-03-07,3,2025,1,Friday,Refrigeradores,Geladeira 400L Duplex,Brastemp,2749.15,1,10,274.92,2474.23,1624.2,850.03,Cartao Credito,Centro-Oeste,Cuiaba,Televendas,5.0,0
VND001603,2025-03-07,3,2025,1,Friday,Fogoes,Fogao 5 Bocas Inox,Fischer,951.95,1,0,0.0,951.95,556.49,395.46,PIX,Sul,Joinville,E-commerce,4.0,0
VND001604,2025-03-07,3,2025,1,Friday,Notebooks,Notebook i7 16GB,Acer,4075.61,1,20,815.12,3260.49,2243.24,1017.25,Boleto,Sul,Porto Alegre,App Mobile,,0
VND001605,2025-03-07,3,2025,1,Friday,Notebooks,Notebook i7 16GB,Dell,3945.25,1,20,789.05,3156.2,2294.75,861.45,Cartao Credito,Sudeste,Rio de Janeiro,E-commerce,5.0,0
VND001606,2025-03-07,3,2025,1,Friday,Fogoes,Fogao 4 Bocas,Electrolux,734.0,1,15,110.1,623.9,392.64,231.26,Cartao Debito,Sudeste,Rio de Janeiro,Loja Fisica,5.0,0
VND001607,2025-03-07,3,2025,1,Friday,Lavadoras,Lava e Seca 11kg,Consul,2871.59,2,10,574.32,5168.86,1552.25,2064.36,Cartao Debito,Sul,Curitiba,Loja Fisica,3.0,0
VND001608,2025-03-07,3,2025,1,Friday,Aspiradores,Aspirador Vertical,Xiaomi,546.52,1,0,0.0,546.52,294.35,252.17,PIX,Nordeste,Recife,Loja Fisica,5.0,0
VND001609,2025-03-07,3,2025,1,Friday,Notebooks,Notebook Gaming RTX,Samsung,7340.04,1,0,0.0,7340.04,4050.41,3289.63,Financiamento,Sudeste,Campinas,Loja Fisica,4.0,0
VND001610,2025-03-07,3,2025,1,Friday,Refrigeradores,Geladeira 500L French Door,Electrolux,5613.44,1,10,561.34,5052.1,2888.99,2163.11,Boleto,Centro-Oeste,Goiania,Televendas,5.0,0
VND001611,2025-03-07,3,2025,1,Friday,Aspiradores,Aspirador Po 1200W,Philips,282.03,3,20,169.22,676.87,156.6,207.07,Cartao Debito,Sudeste,Rio de Janeiro,App Mobile,4.0,0
VND001612,2025-03-07,3,2025,1,Friday,Smartphones,Smartphone Top 256GB,Samsung,2350.96,1,0,0.0,2350.96,1368.32,982.64,PIX,Sul,Joinville,E-commerce,,0
VND001613,2025-03-07,3,2025,1,Friday,Aspiradores,Aspirador Po 1200W,Black+Decker,322.02,2,0,0.0,644.04,157.44,329.16,Cartao Credito,Sul,Porto Alegre,Loja Fisica,5.0,0
VND001614,2025-03-07,3,2025,1,Friday,Ar Condicionado,Ar 24000 BTU Split,Samsung,3104.15,1,20,620.83,2483.32,1895.75,587.57,Cartao Debito,Nordeste,Maceio,Loja Fisica,,0
VND001615,2025-03-08,3,2025,1,Saturday,Lavadoras,Lavadora 12kg,Consul,1405.7,1,0,0.0,1405.7,857.71,547.99,Cartao Credito,Nordeste,Natal,E-commerce,3.0,0
VND001616,2025-03-08,3,2025,1,Saturday,Lavadoras,Lava e Seca 13kg,Consul,3780.25,1,0,0.0,3780.25,1950.75,1829.5,Financiamento,Nordeste,Natal,E-commerce,,0
VND001617,2025-03-08,3,2025,1,Saturday,Notebooks,Notebook i7 16GB,Acer,4014.56,1,0,0.0,4014.56,2302.51,1712.05,Cartao Credito,Sul,Curitiba,E-commerce,,0
VND001618,2025-03-08,3,2025,1,Saturday,Refrigeradores,Frigobar 80L,Consul,801.56,2,0,0.0,1603.12,447.55,708.02,Cartao Debito,Sudeste,Guarulhos,E-commerce,4.0,0
VND001619,2025-03-08,3,2025,1,Saturday,Smartphones,Smartphone Entry 64GB,Samsung,697.89,1,10,69.79,628.1,373.29,254.81,PIX,Sudeste,Rio de Janeiro,Loja Fisica,,0
VND001620,2025-03-08,3,2025,1,Saturday,Tablets,"Tablet 8"" 32GB",Apple,634.24,1,5,31.71,602.53,372.82,229.71,Cartao Credito,Centro-Oeste,Campo Grande,E-commerce,5.0,0
VND001621,2025-03-08,3,2025,1,Saturday,Ar Condicionado,Ar 9000 BTU Split,Samsung,1375.53,3,0,0.0,4126.59,763.78,1835.25,PIX,Centro-Oeste,Cuiaba,Loja Fisica,5.0,0
VND001622,2025-03-08,3,2025,1,Saturday,Fogoes,Fogao 5 Bocas Inox,Electrolux,893.26,1,0,0.0,893.26,547.49,345.77,Financiamento,Sudeste,Sao Paulo,E-commerce,4.0,0
VND001623,2025-03-08,3,2025,1,Saturday,Fogoes,Fogao 5 Bocas Inox,Electrolux,1004.28,1,0,0.0,1004.28,531.32,472.96,PIX,Sul,Florianopolis,Loja Fisica,5.0,0
VND001624,2025-03-08,3,2025,1,Saturday,Lavadoras,Lava e Seca 11kg,Brastemp,2489.06,2,10,497.81,4480.31,1581.45,1317.41,Financiamento,Sul,Londrina,App Mobile,5.0,0
VND001625,2025-03-08,3,2025,1,Saturday,Lavadoras,Lava e Seca 11kg,Electrolux,2565.96,1,10,256.6,2309.36,1562.22,747.14,Financiamento,Norte,Porto Velho,E-commerce,5.0,0
VND001626,2025-03-08,3,2025,1,Saturday,Ar Condicionado,Ar 18000 BTU Split,Springer,2655.0,2,0,0.0,5310.0,1312.15,2685.7,Financiamento,Sudeste,Belo Horizonte,E-commerce,4.0,0
VND001627,2025-03-08,3,2025,1,Saturday,Refrigeradores,Geladeira 500L French Door,Consul,5541.23,1,15,831.18,4710.05,3170.58,1539.47,Cartao Debito,Nordeste,Natal,E-commerce,3.0,0
VND001628,2025-03-08,3,2025,1,Saturday,Aspiradores,Aspirador Po 1200W,Philips,287.12,1,15,43.07,244.05,169.37,74.68,Financiamento,Sul,Londrina,E-commerce,4.0,0
VND001629,2025-03-08,3,2025,1,Saturday,Micro-ondas,Micro-ondas 20L,Brastemp,362.42,1,10,36.24,326.18,188.61,137.57,Financiamento,Nordeste,Recife,E-commerce,,0
VND001630,2025-03-08,3,2025,1,Saturday,Aspiradores,Aspirador Robot,Britania,1441.08,1,15,216.16,1224.92,841.65,383.27,Cartao Credito,Sudeste,Campinas,App Mobile,3.0,0
VND001631,2025-03-08,3,2025,1,Saturday,Tablets,"Tablet 10"" 64GB",Apple,1142.71,2,10,228.54,2056.88,661.47,733.94,Cartao Credito,Sudeste,Guarulhos,E-commerce,4.0,0
VND001632,2025-03-08,3,2025,1,Saturday,Televisores,"TV 32"" LED",Sony,1051.35,1,10,105.14,946.21,572.27,373.94,Cartao Credito,Nordeste,Natal,Televendas,,0
VND001633,2025-03-08,3,2025,1,Saturday,Tablets,"Tablet 10"" 64GB",Samsung,1124.18,1,5,56.21,1067.97,675.78,392.19,PIX,Sudeste,Campinas,Loja Fisica,5.0,0
VND001634,2025-03-08,3,2025,1,Saturday,Aspiradores,Aspirador Vertical,Britania,565.97,1,5,28.3,537.67,293.51,244.16,PIX,Norte,Macapa,App Mobile,5.0,0
VND001635,2025-03-08,3,2025,1,Saturday,Tablets,"Tablet 11"" 128GB",Positivo,2315.38,2,0,0.0,4630.76,1161.67,2307.42,Cartao Debito,Nordeste,Natal,App Mobile,4.0,0
VND001636,2025-03-08,3,2025,1,Saturday,Micro-ondas,Micro-ondas 20L,Consul,349.02,1,15,52.35,296.67,201.17,95.5,PIX,Nordeste,Maceio,Loja Fisica,5.0,0
VND001637,2025-03-08,3,2025,1,Saturday,Micro-ondas,Micro-ondas 30L,Electrolux,559.65,1,15,83.95,475.7,309.31,166.39,Cartao Credito,Sudeste,Sao Paulo,E-commerce,5.0,0
VND001638,2025-03-08,3,2025,1,Saturday,Smartphones,Smartphone Top 256GB,Apple,2384.28,1,5,119.21,2265.07,1334.49,930.58,PIX,Sudeste,Belo Horizonte,Loja Fisica,5.0,0
VND001639,2025-03-09,3,2025,1,Sunday,Smartphones,Smartphone Entry 64GB,Xiaomi,731.53,1,5,36.58,694.95,381.25,313.7,PIX,Sudeste,Guarulhos,Televendas,4.0,1
VND001640,2025-03-09,3,2025,1,Sunday,Fogoes,Fogao 4 Bocas,Fischer,673.34,2,20,269.34,1077.34,396.23,284.88,PIX,Sul,Porto Alegre,Loja Fisica,5.0,0
VND001641,2025-03-09,3,2025,1,Sunday,Tablets,"Tablet 10"" 64GB",Samsung,1263.35,2,0,0.0,2526.7,664.98,1196.74,Cartao Credito,Nordeste,Maceio,E-commerce,,0
VND001642,2025-03-09,3,2025,1,Sunday,Ar Condicionado,Ar 18000 BTU Split,Springer,2396.62,1,5,119.83,2276.79,1331.47,945.32,Cartao Credito,Norte,Porto Velho,E-commerce,,0
VND001643,2025-03-09,3,2025,1,Sunday,Lavadoras,Lava e Seca 13kg,Electrolux,3294.34,1,10,329.43,2964.91,1961.01,1003.9,Cartao Credito,Sudeste,Guarulhos,E-commerce,,0
VND001644,2025-03-09,3,2025,1,Sunday,Lavadoras,Lavadora 12kg,Electrolux,1504.48,1,10,150.45,1354.03,922.42,431.61,Financiamento,Sul,Florianopolis,Loja Fisica,4.0,0
VND001645,2025-03-09,3,2025,1,Sunday,Lavadoras,Lavadora 10kg,Brastemp,1260.74,1,5,63.04,1197.7,686.67,511.03,Cartao Credito,Norte,Porto Velho,E-commerce,5.0,0
VND001646,2025-03-09,3,2025,1,Sunday,Fogoes,Fogao 6 Bocas,Consul,1469.83,3,0,0.0,4409.49,762.16,2123.01,PIX,Nordeste,Salvador,Televendas,4.0,0
VND001647,2025-03-09,3,2025,1,Sunday,Lavadoras,Lavadora 12kg,LG,1631.1,1,0,0.0,1631.1,858.05,773.05,Cartao Credito,Sul,Florianopolis,Loja Fisica,,0
VND001648,2025-03-09,3,2025,1,Sunday,Smartphones,Smartphone Top 256GB,Samsung,2318.48,1,5,115.92,2202.56,1335.47,867.09,Cartao Debito,Sul,Londrina,E-commerce,5.0,0
VND001649,2025-03-09,3,2025,1,Sunday,Tablets,"Tablet 10"" 64GB",Apple,1204.95,1,15,180.74,1024.21,680.53,343.68,Cartao Credito,Sul,Porto Alegre,E-commerce,5.0,0
VND001650,2025-03-09,3,2025,1,Sunday,Notebooks,Notebook Celeron 4GB,Lenovo,1312.14,1,5,65.61,1246.53,724.69,521.84,Financiamento,Nordeste,Maceio,Loja Fisica,2.0,0
VND001651,2025-03-09,3,2025,1,Sunday,Televisores,"TV 32"" LED",Sony,974.19,1,5,48.71,925.48,572.11,353.37,Cartao Credito,Sudeste,Sao Paulo,E-commerce,5.0,0
VND001652,2025-03-09,3,2025,1,Sunday,Refrigeradores,Geladeira 400L Duplex,Consul,3045.41,1,10,304.54,2740.87,1538.12,1202.75,Boleto,Nordeste,Fortaleza,E-commerce,5.0,0
VND001653,2025-03-09,3,2025,1,Sunday,Smartphones,Smartphone Mid 128GB,Samsung,1232.76,2,0,0.0,2465.52,698.71,1068.1,Cartao Credito,Sul,Porto Alegre,E-commerce,4.0,0
VND001654,2025-03-09,3,2025,1,Sunday,Televisores,"TV 55"" QLED",Sony,2948.2,1,5,147.41,2800.79,1598.9,1201.89,Cartao Debito,Sudeste,Guarulhos,App Mobile,,0
VND001655,2025-03-09,3,2025,1,Sunday,Fogoes,Fogao 6 Bocas,Brastemp,1531.96,1,20,306.39,1225.57,755.91,469.66,PIX,Centro-Oeste,Campo Grande,E-commerce,4.0,0
VND001656,2025-03-09,3,2025,1,Sunday,Micro-ondas,Micro-ondas 30L,LG,509.45,2,15,152.84,866.06,311.51,243.04,PIX,Centro-Oeste,Campo Grande,E-commerce,4.0,0
VND001657,2025-03-09,3,2025,1,Sunday,Smartphones,Smartphone Premium 512GB,Apple,4876.76,1,5,243.84,4632.92,2726.51,1906.41,Financiamento,Sudeste,Campinas,Loja Fisica,5.0,0
VND001658,2025-03-09,3,2025,1,Sunday,Tablets,"Tablet 8"" 32GB",Amazon,677.29,1,10,67.73,609.56,370.47,239.09,Financiamento,Sudeste,Belo Horizonte,Loja Fisica,5.0,0
VND001659,2025-03-09,3,2025,1,Sunday,Lavadoras,Lava e Seca 13kg,Brastemp,3631.48,1,5,181.57,3449.91,1892.64,1557.27,Cartao Credito,Sudeste,Campinas,Loja Fisica,4.0,0
VND001660,2025-03-09,3,2025,1,Sunday,Notebooks,Notebook Celeron 4GB,Lenovo,1248.6,1,0,0.0,1248.6,720.35,528.25,Financiamento,Norte,Rio Branco,Televendas,3.0,0
VND001661,2025-03-09,3,2025,1,Sunday,Refrigeradores,Geladeira 400L Duplex,Electrolux,2767.6,1,0,0.0,2767.6,1611.02,1156.58,PIX,Sudeste,Campinas,Televendas,,1
VND001662,2025-03-09,3,2025,1,Sunday,Fogoes,Fogao 6 Bocas,Electrolux,1391.33,1,10,139.13,1252.2,734.01,518.19,Cartao Debito,Nordeste,Maceio,E-commerce,4.0,0
VND001663,2025-03-09,3,2025,1,Sunday,Refrigeradores,Geladeira 300L Frost Free,Samsung,1865.04,1,5,93.25,1771.79,1087.48,684.31,PIX,Sudeste,Campinas,E-commerce,3.0,0
VND001664,2025-03-09,3,2025,1,Sunday,Televisores,"TV 55"" QLED",Samsung,2913.95,1,0,0.0,2913.95,1596.11,1317.84,PIX,Sudeste,Sao Paulo,E-commerce,1.0,0
VND001665,2025-03-09,3,2025,1,Sunday,Lavadoras,Lava e Seca 11kg,Electrolux,2687.21,2,10,537.44,4836.98,1601.22,1634.54,PIX,Nordeste,Salvador,Loja Fisica,3.0,0
VND001666,2025-03-09,3,2025,1,Sunday,Aspiradores,Aspirador Vertical,Britania,522.22,1,10,52.22,470.0,300.48,169.52,Financiamento,Nordeste,Natal,E-commerce,5.0,0
VND001667,2025-03-09,3,2025,1,Sunday,Lavadoras,Lava e Seca 11kg,Consul,2763.03,1,10,276.3,2486.73,1516.24,970.49,PIX,Sudeste,Belo Horizonte,Loja Fisica,,0
VND001668,2025-03-09,3,2025,1,Sunday,Tablets,"Tablet 10"" 64GB",Samsung,1285.63,2,0,0.0,2571.26,683.74,1203.78,Financiamento,Sudeste,Campinas,App Mobile,5.0,0
VND001669,2025-03-09,3,2025,1,Sunday,Notebooks,Notebook Gaming RTX,HP,7599.93,2,10,1519.99,13679.87,4246.42,5187.03,Cartao Credito,Sul,Florianopolis,E-commerce,,0
VND001670,2025-03-09,3,2025,1,Sunday,Televisores,"TV 55"" QLED",TCL,2939.66,1,0,0.0,2939.66,1650.0,1289.66,Cartao Credito,Nordeste,Natal,Loja Fisica,5.0,0
VND001671,2025-03-09,3,2025,1,Sunday,Televisores,"TV 55"" QLED",Philips,2810.29,1,5,140.51,2669.78,1688.48,981.3,Cartao Debito,Sudeste,Belo Horizonte,Televendas,5.0,0
VND001672,2025-03-10,3,2025,1,Monday,Refrigeradores,Geladeira 300L Frost Free,Brastemp,1975.55,2,15,592.66,3358.44,1068.15,1222.14,Financiamento,Sudeste,Campinas,App Mobile,5.0,0
VND001673,2025-03-10,3,2025,1,Monday,Lavadoras,Lavadora 10kg,Consul,1265.01,1,10,126.5,1138.51,679.32,459.19,Cartao Credito,Nordeste,Fortaleza,E-commerce,5.0,0
