ClienteID,Idade,Genero,EstadoCivil,Dependentes,Escolaridade,RendaMensal,TipoEmprego,TempoEmprego,TipoCredito,ValorCredito,Prazo,HistoricoCredito,Inadimplente,Score
CLI000491,52,Feminino,Divorciado,3,Pós-graduação,5453,Autônomo,24,Pessoal,10976,37,Bom,Não,839
CLI000492,32,Masculino,Casado,3,Superior,3581,Autônomo,2,Veículo,64462,46,Bom,Não,840
CLI000493,74,Feminino,Solteiro,0,Superior,4094,Aposentado,0,Veículo,34828,33,Regular,Não,713
CLI000494,56,Masculino,Divorciado,0,Pós-graduação,6484,Autônomo,7,Pessoal,3924,27,Bom,Não,850
CLI000495,72,Feminino,Viúvo,2,Fundamental,1640,Aposentado,0,Cartão,2296,11,Bom,Não,763
CLI000496,53,Feminino,Divorciado,3,Pós-graduação,7429,CLT,21,Veículo,44220,29,Regular,Sim,649
CLI000497,19,Feminino,Solteiro,2,Médio,1612,Autônomo,0,Pessoal,1008,34,Bom,Não,721
CLI000498,28,Masculino,Solteiro,1,Médio,2545,Servidor Público,1,Veículo,21616,25,Regular,Não,734
CLI000499,62,Masculino,Solteiro,1,Pós-graduação,12503,Autônomo,8,Pessoal,13739,30,Regular,Sim,622
CLI000500,34,Feminino,Solteiro,0,Médio,1649,Autônomo,10,Pessoal,1571,12,Bom,Não,742
CLI000501,55,Feminino,Solteiro,1,Superior,6709,Servidor Público,20,Veículo,49137,31,Bom,Não,850
CLI000502,32,Masculino,Solteiro,0,Médio,1632,Autônomo,5,Consignado,3643,35,Ruim,Não,411
CLI000503,53,Masculino,Casado,3,Fundamental,2242,Servidor Público,7,Consignado,4251,38,Regular,Não,743
CLI000504,40,Feminino,Solteiro,3,Pós-graduação,3888,Autônomo,3,Consignado,8623,37,Ruim,Não,479
CLI000505,25,Feminino,Solteiro,2,Superior,4452,CLT,0,Veículo,20329,43,Ruim,Sim,342
CLI000506,30,Feminino,Casado,0,Superior,3320,Autônomo,11,Consignado,6204,33,Regular,Sim,555
CLI000507,45,Feminino,Solteiro,2,Médio,2788,CLT,26,Consignado,2712,30,Regular,Não,774
CLI000508,27,Masculino,Solteiro,3,Superior,5551,Servidor Público,3,Cartão,4553,7,Bom,Não,850
CLI000509,53,Masculino,Casado,0,Pós-graduação,8060,Servidor Público,22,Consignado,8891,31,Bom,Não,850
CLI000510,42,Feminino,Solteiro,0,Pós-graduação,9971,Servidor Público,17,Pessoal,29412,42,Bom,Não,850
CLI000511,60,Feminino,Viúvo,0,Pós-graduação,7909,CLT,30,Veículo,66333,34,Regular,Não,819
CLI000512,35,Masculino,Solteiro,0,Pós-graduação,9027,Servidor Público,16,Consignado,5263,47,Regular,Não,850
CLI000513,21,Masculino,Solteiro,2,Médio,1969,Autônomo,2,Consignado,5539,16,Regular,Não,633
CLI000514,65,Feminino,Viúvo,3,Pós-graduação,8294,CLT,30,Veículo,41247,39,Bom,Não,850
CLI000515,58,Feminino,Viúvo,2,Pós-graduação,10183,Autônomo,20,Veículo,21255,40,Regular,Sim,627
CLI000516,34,Masculino,Solteiro,3,Médio,2260,CLT,4,Consignado,4597,48,Bom,Não,850
CLI000517,37,Masculino,Casado,0,Pós-graduação,6744,Servidor Público,18,Pessoal,16091,30,Ruim,Não,606
CLI000518,57,Feminino,Viúvo,3,Pós-graduação,4990,Autônomo,24,Cartão,3902,10,Regular,Não,725
CLI000519,55,Feminino,Divorciado,3,Pós-graduação,9819,Servidor Público,22,Consignado,19867,16,Bom,Não,850
CLI000520,63,Masculino,Casado,1,Médio,3762,Servidor Público,23,Consignado,6796,43,Ruim,Não,509
CLI000521,23,Masculino,Casado,3,Médio,2455,Autônomo,2,Pessoal,4257,14,Regular,Sim,501
CLI000522,53,Masculino,Solteiro,0,Médio,3193,Autônomo,26,Pessoal,1570,14,Bom,Não,752
CLI000523,29,Masculino,Solteiro,1,Médio,2582,CLT,2,Cartão,2436,8,Regular,Não,737
CLI000524,47,Masculino,Solteiro,1,Superior,5705,Servidor Público,6,Pessoal,16013,36,Regular,Sim,685
CLI000525,34,Masculino,Casado,3,Superior,3023,CLT,10,Cartão,2022,8,Regular,Não,788
CLI000526,72,Masculino,Solteiro,3,Médio,1683,Aposentado,0,Consignado,2843,40,Regular,Não,641
CLI000527,63,Masculino,Casado,3,Pós-graduação,6984,CLT,5,Cartão,1570,11,Bom,Não,850
CLI000528,35,Masculino,Solteiro,3,Médio,3023,Servidor Público,9,Veículo,63248,39,Bom,Não,850
CLI000529,28,Feminino,Casado,0,Superior,3458,CLT,9,Pessoal,9980,25,Ruim,Sim,337
CLI000530,63,Masculino,Viúvo,3,Superior,7371,Autônomo,30,Veículo,48144,37,Bom,Não,814
CLI000531,61,Masculino,Viúvo,0,Fundamental,2570,Servidor Público,30,Pessoal,5927,25,Bom,Não,845
CLI000532,51,Masculino,Viúvo,2,Fundamental,1514,CLT,10,Pessoal,2234,33,Bom,Não,768
CLI000533,59,Masculino,Viúvo,0,Pós-graduação,9407,CLT,23,Consignado,13499,36,Regular,Não,817
CLI000534,36,Masculino,Casado,1,Médio,3145,Servidor Público,3,Veículo,36937,30,Bom,Não,850
CLI000535,56,Masculino,Solteiro,2,Pós-graduação,7855,Autônomo,23,Veículo,40804,43,Bom,Não,850
CLI000536,74,Feminino,Divorciado,3,Superior,2801,Aposentado,0,Pessoal,6842,39,Bom,Não,837
CLI000537,39,Feminino,Casado,2,Superior,5135,Autônomo,6,Consignado,7764,40,Bom,Não,850
CLI000538,35,Feminino,Solteiro,2,Pós-graduação,7273,Servidor Público,13,Cartão,4896,6,Bom,Não,850
CLI000539,63,Feminino,Divorciado,3,Médio,4067,Servidor Público,30,Consignado,7910,18,Ruim,Sim,356
CLI000540,31,Feminino,Solteiro,3,Pós-graduação,6610,CLT,9,Cartão,1521,9,Bom,Não,850
CLI000541,54,Masculino,Viúvo,3,Médio,1981,Autônomo,12,Veículo,47491,27,Regular,Sim,451
CLI000542,68,Feminino,Viúvo,1,Fundamental,1549,Aposentado,0,Pessoal,1483,17,Ruim,Sim,300
CLI000543,40,Feminino,Casado,1,Médio,2339,Autônomo,12,Veículo,67034,29,Bom,Sim,633
CLI000544,53,Feminino,Solteiro,2,Pós-graduação,4889,Autônomo,16,Veículo,66330,29,Regular,Sim,555
CLI000545,30,Masculino,Solteiro,1,Médio,2939,Servidor Público,6,Consignado,3751,47,Bom,Não,850
CLI000546,24,Feminino,Casado,0,Superior,4948,Servidor Público,5,Consignado,10270,45,Bom,Sim,714
CLI000547,40,Masculino,Casado,2,Pós-graduação,7813,Servidor Público,18,Veículo,46543,42,Bom,Não,850
CLI000548,67,Feminino,Viúvo,0,Superior,3985,Aposentado,0,Veículo,33132,34,Ruim,Sim,302
CLI000549,49,Masculino,Viúvo,0,Médio,2415,Autônomo,21,Pessoal,7539,25,Bom,Não,806
CLI000550,23,Feminino,Casado,0,Médio,1941,CLT,0,Pessoal,5982,19,Bom,Não,764
CLI000551,62,Masculino,Viúvo,2,Fundamental,2390,Servidor Público,30,Pessoal,6630,34,Bom,Não,850
CLI000552,28,Masculino,Solteiro,1,Superior,4224,Servidor Público,6,Pessoal,13306,22,Bom,Não,850
CLI000553,21,Masculino,Casado,2,Médio,2098,CLT,2,Cartão,872,11,Ruim,Sim,349
CLI000554,29,Feminino,Casado,2,Médio,3411,Servidor Público,6,Consignado,5238,41,Bom,Não,836
CLI000555,27,Feminino,Casado,2,Superior,3228,CLT,4,Pessoal,9935,13,Bom,Não,850
CLI000556,28,Feminino,Casado,3,Médio,2215,CLT,1,Veículo,21003,47,Bom,Sim,694
CLI000557,29,Masculino,Casado,1,Superior,5768,Servidor Público,1,Consignado,2375,41,Ruim,Não,563
CLI000558,32,Masculino,Solteiro,2,Pós-graduação,9214,Servidor Público,6,Cartão,3898,11,Ruim,Não,592
CLI000559,59,Feminino,Casado,0,Superior,5918,CLT,10,Veículo,57460,48,Bom,Não,850
CLI000560,72,Feminino,Casado,0,Pós-graduação,4737,Aposentado,0,Pessoal,9724,30,Regular,Não,722
CLI000561,29,Masculino,Solteiro,2,Médio,1822,CLT,10,Cartão,2411,12,Bom,Não,798
CLI000562,40,Feminino,Viúvo,2,Superior,4111,CLT,15,Veículo,65433,40,Regular,Não,768
CLI000563,35,Masculino,Casado,0,Médio,1941,CLT,1,Cartão,3331,9,Regular,Não,691
CLI000564,27,Feminino,Casado,1,Superior,3868,Autônomo,2,Pessoal,12358,28,Bom,Sim,636
CLI000565,19,Feminino,Solteiro,1,Superior,3679,CLT,0,Veículo,49322,36,Bom,Não,847
CLI000566,74,Feminino,Divorciado,2,Fundamental,1220,Aposentado,0,Consignado,3613,12,Regular,Não,642
CLI000567,63,Feminino,Solteiro,0,Médio,4601,Servidor Público,5,Veículo,34771,40,Bom,Não,850
CLI000568,18,Masculino,Casado,3,Médio,2956,Autônomo,0,Cartão,5495,7,Regular,Sim,527
CLI000569,21,Feminino,Casado,0,Médio,2873,Autônomo,0,Cartão,4691,12,Ruim,Sim,300
CLI000570,46,Masculino,Casado,2,Pós-graduação,11220,Servidor Público,0,Veículo,34723,31,Regular,Não,850
CLI000571,19,Masculino,Casado,3,Superior,2264,Autônomo,0,Pessoal,4374,23,Regular,Sim,527
CLI000572,35,Feminino,Casado,1,Pós-graduação,4835,CLT,15,Pessoal,7097,23,Regular,Não,804
CLI000573,72,Masculino,Solteiro,0,Superior,3336,Aposentado,0,Pessoal,4288,41,Bom,Não,827
CLI000574,28,Feminino,Casado,3,Superior,3201,Autônomo,7,Consignado,3472,44,Ruim,Não,453
CLI000575,41,Masculino,Solteiro,2,Superior,5918,Servidor Público,2,Cartão,5066,7,Bom,Não,850
CLI000576,33,Masculino,Solteiro,2,Superior,5133,Servidor Público,6,Consignado,8115,29,Regular,Não,839
CLI000577,32,Masculino,Casado,0,Superior,4705,Autônomo,13,Pessoal,6218,14,Bom,Não,821
CLI000578,20,Masculino,Casado,3,Médio,2301,CLT,0,Consignado,5964,44,Bom,Não,834
CLI000579,43,Masculino,Divorciado,2,Médio,3854,Servidor Público,9,Pessoal,1201,29,Bom,Não,850
CLI000580,21,Feminino,Casado,3,Superior,4144,Servidor Público,0,Cartão,5465,7,Regular,Não,786
CLI000581,42,Masculino,Casado,2,Médio,2710,Autônomo,19,Veículo,30137,35,Bom,Não,789
CLI000582,23,Feminino,Solteiro,1,Médio,2439,CLT,1,Consignado,6012,41,Bom,Não,817
CLI000583,66,Masculino,Casado,3,Fundamental,1417,Aposentado,0,Veículo,21652,47,Bom,Não,760
CLI000584,37,Masculino,Casado,2,Pós-graduação,5298,Autônomo,16,Veículo,27697,27,Bom,Não,850
CLI000585,35,Masculino,Casado,1,Médio,1810,CLT,9,Pessoal,5625,38,Ruim,Sim,314
CLI000586,36,Masculino,Casado,0,Médio,2430,CLT,10,Veículo,49048,45,Ruim,Sim,365
CLI000587,42,Masculino,Solteiro,1,Médio,3808,Servidor Público,4,Veículo,56224,29,Ruim,Sim,384
CLI000588,45,Feminino,Casado,3,Médio,2833,Autônomo,20,Consignado,4226,21,Bom,Não,818
CLI000589,67,Feminino,Viúvo,3,Médio,1880,Aposentado,0,Pessoal,6350,31,Ruim,Sim,300
CLI000590,62,Masculino,Viúvo,0,Médio,3329,Servidor Público,11,Consignado,3013,14,Bom,Não,842
CLI000591,28,Masculino,Solteiro,3,Superior,4300,CLT,2,Consignado,6606,25,Bom,Não,850
CLI000592,53,Masculino,Divorciado,2,Superior,5174,Autônomo,30,Pessoal,12573,23,Bom,Não,846
CLI000593,39,Masculino,Casado,1,Pós-graduação,8292,Servidor Público,17,Veículo,48532,34,Bom,Não,850
CLI000594,67,Feminino,Casado,1,Médio,2284,Aposentado,0,Veículo,45711,31,Bom,Sim,631
CLI000595,48,Feminino,Viúvo,2,Médio,2821,CLT,20,Consignado,3255,45,Ruim,Não,518
CLI000596,44,Masculino,Casado,3,Pós-graduação,8098,Servidor Público,4,Cartão,2866,11,Ruim,Não,607
CLI000597,28,Masculino,Solteiro,0,Superior,3753,CLT,3,Pessoal,3485,14,Ruim,Não,489
CLI000598,47,Masculino,Viúvo,0,Superior,5431,Servidor Público,13,Veículo,55532,31,Bom,Não,850
CLI000599,35,Feminino,Casado,3,Médio,3226,Autônomo,7,Cartão,2863,6,Bom,Não,792
CLI000600,40,Feminino,Casado,0,Pós-graduação,6571,CLT,2,Veículo,43766,28,Regular,Sim,710
CLI000601,42,Feminino,Casado,1,Superior,5243,Servidor Público,14,Veículo,40859,24,Regular,Não,849
CLI000602,62,Feminino,Divorciado,2,Superior,5790,Autônomo,2,Pessoal,11158,29,Ruim,Sim,339
CLI000603,51,Masculino,Casado,2,Superior,4091,CLT,29,Veículo,64975,26,Bom,Não,836
CLI000604,38,Feminino,Casado,3,Médio,3116,Servidor Público,17,Veículo,52360,34,Regular,Não,767
CLI000605,22,Feminino,Casado,2,Médio,2453,Autônomo,0,Cartão,4124,6,Bom,Não,776
CLI000606,67,Masculino,Casado,3,Fundamental,1171,Aposentado,0,Consignado,2509,32,Bom,Não,768
CLI000607,30,Feminino,Solteiro,1,Pós-graduação,8925,Servidor Público,11,Veículo,39595,45,Bom,Não,850
CLI000608,29,Masculino,Solteiro,1,Superior,4745,Autônomo,1,Consignado,5815,19,Regular,Sim,539
CLI000609,73,Feminino,Solteiro,3,Superior,3549,Aposentado,0,Consignado,4825,16,Ruim,Não,466
CLI000610,59,Feminino,Divorciado,1,Superior,5272,Servidor Público,30,Veículo,40738,27,Regular,Sim,679
CLI000611,68,Masculino,Solteiro,0,Médio,2050,Aposentado,0,Consignado,4242,13,Ruim,Sim,310
CLI000612,34,Feminino,Casado,1,Médio,2284,CLT,14,Pessoal,2491,12,Regular,Não,768
CLI000613,50,Masculino,Solteiro,0,Superior,4872,CLT,22,Veículo,51902,29,Regular,Não,772
CLI000614,46,Masculino,Divorciado,1,Médio,3363,Servidor Público,19,Cartão,2169,9,Ruim,Não,530
CLI000615,47,Masculino,Casado,3,Pós-graduação,9873,Servidor Público,12,Pessoal,24203,41,Bom,Não,850
CLI000616,63,Feminino,Divorciado,0,Superior,4027,CLT,30,Pessoal,1097,16,Ruim,Não,517
CLI000617,73,Feminino,Viúvo,3,Pós-graduação,5542,Aposentado,0,Veículo,39036,45,Bom,Sim,738
CLI000618,39,Masculino,Solteiro,1,Superior,5604,Servidor Público,10,Cartão,1355,9,Bom,Não,850
CLI000619,28,Feminino,Solteiro,3,Superior,4466,CLT,1,Cartão,4770,11,Ruim,Não,497
CLI000620,56,Masculino,Viúvo,0,Médio,2301,Autônomo,17,Pessoal,2463,20,Bom,Não,788
CLI000621,59,Feminino,Solteiro,3,Superior,3977,Autônomo,17,Veículo,59702,42,Ruim,Sim,300
CLI000622,37,Feminino,Casado,1,Pós-graduação,8294,Servidor Público,7,Pessoal,2903,19,Ruim,Não,628
CLI000623,75,Feminino,Viúvo,2,Pós-graduação,4437,Aposentado,0,Consignado,9176,48,Ruim,Não,509
CLI000624,18,Feminino,Solteiro,0,Médio,2258,Autônomo,0,Pessoal,4578,37,Ruim,Sim,300
CLI000625,31,Feminino,Solteiro,1,Médio,2665,CLT,9,Veículo,25513,44,Bom,Não,850
CLI000626,45,Feminino,Casado,1,Médio,3129,CLT,20,Veículo,44956,38,Regular,Sim,622
CLI000627,54,Feminino,Viúvo,3,Superior,5629,Servidor Público,6,Cartão,3909,12,Bom,Não,850
CLI000628,26,Masculino,Casado,1,Superior,4152,CLT,0,Pessoal,5003,25,Ruim,Não,490
CLI000629,35,Feminino,Solteiro,1,Médio,2381,Autônomo,8,Veículo,47301,27,Bom,Sim,632
CLI000630,27,Feminino,Solteiro,2,Superior,4820,Autônomo,2,Consignado,3658,41,Ruim,Sim,302
CLI000631,41,Masculino,Casado,1,Médio,1632,Autônomo,15,Pessoal,3984,35,Bom,Sim,588
CLI000632,32,Masculino,Casado,0,Médio,2318,CLT,8,Pessoal,4170,21,Regular,Não,778
CLI000633,28,Masculino,Casado,2,Médio,2218,CLT,4,Cartão,4436,11,Bom,Não,817
CLI000634,65,Masculino,Casado,0,Superior,7179,Servidor Público,18,Pessoal,19986,19,Regular,Não,793
CLI000635,45,Masculino,Solteiro,2,Médio,3106,Servidor Público,15,Cartão,3373,9,Regular,Não,782
CLI000636,56,Masculino,Solteiro,1,Médio,2801,CLT,19,Veículo,59818,24,Bom,Não,827
CLI000637,48,Masculino,Viúvo,0,Pós-graduação,10385,Autônomo,10,Cartão,4123,7,Regular,Não,808
CLI000638,62,Feminino,Viúvo,0,Médio,2797,CLT,30,Consignado,5368,19,Bom,Não,810
CLI000639,46,Masculino,Casado,2,Pós-graduação,8969,Servidor Público,14,Cartão,3580,6,Regular,Não,841
CLI000640,61,Feminino,Viúvo,0,Fundamental,2420,Servidor Público,28,Cartão,947,7,Bom,Não,850
CLI000641,41,Masculino,Divorciado,0,Superior,4950,Servidor Público,15,Veículo,34580,44,Bom,Não,850
CLI000642,75,Feminino,Divorciado,0,Pós-graduação,5209,Aposentado,0,Pessoal,4499,15,Regular,Não,775
CLI000643,30,Masculino,Solteiro,0,Pós-graduação,8618,Servidor Público,7,Pessoal,4419,19,Regular,Não,850
CLI000644,54,Feminino,Casado,3,Médio,2992,CLT,22,Pessoal,9682,23,Bom,Não,829
CLI000645,71,Masculino,Viúvo,3,Superior,4104,Aposentado,0,Cartão,2372,7,Bom,Não,839
CLI000646,56,Masculino,Solteiro,0,Médio,2675,CLT,8,Cartão,3461,11,Ruim,Não,467
CLI000647,35,Masculino,Solteiro,1,Médio,2814,Servidor Público,15,Consignado,3490,14,Bom,Não,850
CLI000648,26,Feminino,Casado,0,Médio,1377,Autônomo,5,Consignado,2851,48,Bom,Não,711
CLI000649,40,Masculino,Divorciado,2,Superior,4821,Autônomo,10,Veículo,62722,48,Bom,Sim,672
CLI000650,31,Feminino,Casado,0,Médio,2613,CLT,5,Pessoal,2388,16,Bom,Não,846
CLI000651,55,Feminino,Solteiro,1,Superior,4066,CLT,15,Consignado,3283,17,Bom,Não,850
CLI000652,21,Feminino,Solteiro,0,Superior,3962,Servidor Público,0,Veículo,45019,28,Regular,Sim,638
CLI000653,20,Feminino,Casado,0,Superior,3674,CLT,0,Veículo,49681,30,Regular,Sim,599
CLI000654,41,Masculino,Casado,3,Médio,2959,Autônomo,8,Pessoal,6342,24,Ruim,Sim,300
CLI000655,26,Masculino,Solteiro,1,Superior,5755,Servidor Público,7,Cartão,2316,9,Bom,Não,850
CLI000656,63,Feminino,Casado,2,Pós-graduação,7900,CLT,21,Pessoal,11829,33,Bom,Não,850
CLI000657,22,Feminino,Casado,2,Médio,2249,CLT,2,Veículo,41092,44,Regular,Sim,578
CLI000658,36,Masculino,Casado,2,Médio,3413,Servidor Público,13,Pessoal,4616,22,Regular,Não,773
CLI000659,19,Masculino,Solteiro,0,Superior,4099,CLT,0,Veículo,56136,31,Bom,Não,849
CLI000660,49,Feminino,Viúvo,3,Pós-graduação,7022,CLT,22,Cartão,4321,8,Regular,Não,824
CLI000661,45,Feminino,Solteiro,1,Pós-graduação,5592,Autônomo,7,Cartão,2357,8,Regular,Não,766
CLI000662,45,Masculino,Viúvo,1,Pós-graduação,7325,CLT,23,Veículo,25732,24,Bom,Não,850
CLI000663,53,Feminino,Divorciado,3,Fundamental,2142,CLT,25,Cartão,4151,9,Ruim,Sim,326
CLI000664,72,Feminino,Solteiro,1,Médio,2367,Aposentado,0,Consignado,6282,45,Bom,Não,791
CLI000665,18,Masculino,Solteiro,0,Médio,2741,Servidor Público,0,Consignado,3112,25,Regular,Não,741
CLI000666,33,Feminino,Casado,0,Superior,3996,CLT,2,Pessoal,10450,36,Bom,Não,850
CLI000667,38,Feminino,Casado,3,Médio,1505,Autônomo,13,Pessoal,3847,32,Regular,Não,644
CLI000668,44,Feminino,Divorciado,3,Médio,2296,Autônomo,10,Consignado,3545,35,Regular,Sim,550
CLI000669,24,Masculino,Solteiro,1,Superior,3508,Autônomo,5,Cartão,3471,12,Ruim,Sim,300
CLI000670,59,Masculino,Viúvo,0,Fundamental,2337,Servidor Público,4,Cartão,5258,10,Bom,Não,850
CLI000671,71,Feminino,Solteiro,2,Pós-graduação,4994,Aposentado,0,Veículo,67417,47,Regular,Não,745
CLI000672,64,Feminino,Casado,3,Superior,6149,Servidor Público,27,Pessoal,4805,42,Bom,Não,850
CLI000673,37,Feminino,Solteiro,1,Superior,4329,CLT,16,Veículo,63161,36,Bom,Não,850
CLI000674,73,Feminino,Casado,2,Médio,1853,Aposentado,0,Veículo,21283,28,Bom,Não,736
CLI000675,71,Feminino,Casado,0,Fundamental,1157,Aposentado,0,Consignado,2239,14,Ruim,Sim,300
CLI000676,33,Masculino,Solteiro,3,Superior,2704,Autônomo,12,Pessoal,8583,30,Bom,Sim,669
CLI000677,41,Masculino,Casado,2,Médio,3789,Servidor Público,16,Veículo,21513,28,Bom,Não,850
CLI000678,54,Feminino,Casado,2,Médio,2336,Autônomo,28,Pessoal,3788,33,Bom,Não,781
CLI000679,23,Masculino,Solteiro,2,Superior,3609,Autônomo,4,Consignado,4143,16,Bom,Sim,657
CLI000680,65,Feminino,Divorciado,1,Superior,5827,Autônomo,21,Cartão,5336,6,Ruim,Não,473
CLI000681,60,Masculino,Divorciado,0,Fundamental,1599,CLT,2,Veículo,59759,39,Regular,Não,665
CLI000682,43,Masculino,Viúvo,1,Superior,5656,Servidor Público,12,Consignado,2219,36,Ruim,Não,602
CLI000683,63,Feminino,Solteiro,2,Superior,6629,Servidor Público,12,Cartão,690,6,Regular,Não,806
CLI000684,31,Masculino,Solteiro,0,Superior,4052,Autônomo,12,Consignado,4938,48,Bom,Não,835
CLI000685,75,Feminino,Casado,3,Pós-graduação,4665,Aposentado,0,Consignado,4170,22,Regular,Sim,571
CLI000686,51,Feminino,Divorciado,2,Fundamental,2460,Servidor Público,30,Veículo,60784,31,Ruim,Sim,357
CLI000687,75,Feminino,Solteiro,3,Fundamental,1492,Aposentado,0,Pessoal,3890,17,Regular,Sim,507
CLI000688,67,Feminino,Divorciado,0,Fundamental,1255,Aposentado,0,Veículo,26284,25,Regular,Não,642
CLI000689,57,Masculino,Divorciado,2,Superior,4012,CLT,21,Veículo,55701,39,Bom,Não,850
CLI000690,27,Feminino,Solteiro,2,Médio,2762,Servidor Público,6,Cartão,1746,10,Ruim,Não,508
CLI000691,21,Masculino,Solteiro,3,Médio,2031,CLT,0,Pessoal,1852,38,Bom,Não,837
CLI000692,70,Masculino,Divorciado,3,Superior,3574,Aposentado,0,Pessoal,11180,20,Regular,Não,737
CLI000693,29,Masculino,Casado,0,Superior,3038,CLT,0,Cartão,4512,8,Regular,Não,760
CLI000694,63,Feminino,Viúvo,0,Pós-graduação,10214,Servidor Público,25,Pessoal,22735,38,Bom,Não,850
CLI000695,22,Masculino,Casado,0,Superior,4025,Servidor Público,1,Pessoal,1625,32,Bom,Não,850
CLI000696,27,Feminino,Casado,3,Superior,4258,Autônomo,1,Veículo,52710,48,Regular,Sim,541
CLI000697,36,Masculino,Casado,2,Médio,2197,CLT,1,Cartão,3612,6,Regular,Não,772
CLI000698,55,Feminino,Casado,3,Pós-graduação,8805,Autônomo,27,Veículo,57710,45,Ruim,Sim,332
CLI000699,60,Feminino,Casado,0,Superior,4206,CLT,14,Pessoal,8010,19,Regular,Não,740
CLI000700,74,Feminino,Solteiro,1,Pós-graduação,4542,Aposentado,0,Pessoal,3181,35,Ruim,Não,492
CLI000701,75,Masculino,Solteiro,1,Superior,3433,Aposentado,0,Veículo,60782,31,Bom,Não,814
CLI000702,51,Feminino,Casado,0,Fundamental,1930,CLT,5,Cartão,3634,7,Regular,Não,674
CLI000703,49,Masculino,Casado,2,Médio,2525,Autônomo,2,Cartão,3761,10,Bom,Não,810
CLI000704,52,Masculino,Solteiro,0,Fundamental,2721,Autônomo,28,Consignado,5363,28,Bom,Não,781
CLI000705,74,Masculino,Viúvo,2,Pós-graduação,5196,Aposentado,0,Consignado,12052,45,Regular,Não,792
CLI000706,48,Feminino,Solteiro,1,Médio,3145,CLT,12,Pessoal,7872,37,Bom,Não,850
CLI000707,55,Feminino,Divorciado,0,Médio,2314,CLT,9,Cartão,3585,7,Bom,Não,847
CLI000708,39,Feminino,Casado,3,Superior,3371,Autônomo,11,Pessoal,9098,29,Regular,Não,720
CLI000709,69,Masculino,Casado,2,Pós-graduação,5100,Aposentado,0,Cartão,1882,8,Ruim,Não,514
CLI000710,28,Masculino,Casado,3,Superior,3246,Autônomo,9,Pessoal,3147,36,Bom,Não,780
CLI000711,33,Masculino,Solteiro,1,Médio,3441,Servidor Público,1,Veículo,52398,37,Regular,Sim,642
CLI000712,64,Masculino,Divorciado,1,Pós-graduação,9836,Servidor Público,2,Cartão,1119,7,Regular,Não,811
CLI000713,48,Masculino,Divorciado,2,Médio,3470,Servidor Público,10,Veículo,67503,25,Ruim,Sim,373
CLI000714,41,Feminino,Divorciado,0,Médio,2342,CLT,20,Veículo,23619,32,Ruim,Sim,369
CLI000715,40,Feminino,Solteiro,2,Pós-graduação,7718,Servidor Público,17,Consignado,13272,42,Bom,Não,850
CLI000716,31,Masculino,Solteiro,3,Médio,3018,Autônomo,5,Veículo,22870,27,Regular,Não,698
CLI000717,70,Masculino,Divorciado,2,Fundamental,1281,Aposentado,0,Consignado,3010,37,Regular,Sim,494
CLI000718,66,Feminino,Divorciado,2,Pós-graduação,6511,Aposentado,0,Pessoal,8215,42,Bom,Não,850
CLI000719,36,Feminino,Casado,1,Superior,5177,Servidor Público,9,Veículo,22491,33,Bom,Não,850
CLI000720,28,Masculino,Casado,2,Médio,1261,Autônomo,2,Consignado,4140,13,Bom,Sim,554
CLI000721,33,Masculino,Solteiro,1,Pós-graduação,5567,Autônomo,11,Cartão,3838,6,Bom,Não,850
CLI000722,47,Masculino,Viúvo,1,Médio,3574,Autônomo,1,Pessoal,4936,17,Bom,Não,807
CLI000723,68,Feminino,Divorciado,1,Superior,3683,Aposentado,0,Pessoal,7333,24,Bom,Não,812
CLI000724,21,Feminino,Casado,0,Médio,1905,CLT,1,Pessoal,5057,29,Bom,Não,762
CLI000725,73,Masculino,Viúvo,0,Médio,2113,Aposentado,0,Pessoal,4959,34,Bom,Não,796
CLI000726,72,Feminino,Solteiro,0,Médio,1930,Aposentado,0,Consignado,3109,45,Bom,Não,759
CLI000727,73,Feminino,Casado,3,Pós-graduação,4894,Aposentado,0,Consignado,9739,33,Regular,Não,754
CLI000728,25,Masculino,Casado,3,Médio,3335,Autônomo,2,Consignado,7951,21,Bom,Não,763
CLI000729,65,Masculino,Solteiro,0,Médio,2539,CLT,18,Pessoal,4400,38,Bom,Não,842
CLI000730,48,Feminino,Viúvo,1,Médio,3446,Servidor Público,25,Veículo,30350,40,Bom,Não,850
CLI000731,36,Feminino,Solteiro,2,Médio,1900,Autônomo,9,Veículo,39361,30,Ruim,Sim,300
CLI000732,47,Masculino,Casado,2,Superior,4812,Autônomo,25,Consignado,3406,19,Bom,Não,815
CLI000733,34,Feminino,Casado,3,Pós-graduação,8350,Autônomo,0,Consignado,2925,31,Ruim,Não,511
CLI000734,34,Masculino,Casado,2,Médio,3180,Servidor Público,5,Pessoal,10409,39,Bom,Não,850
CLI000735,64,Feminino,Solteiro,2,Superior,7190,Servidor Público,14,Pessoal,20315,12,Regular,Não,802
CLI000736,18,Feminino,Solteiro,1,Superior,3379,CLT,0,Cartão,551,8,Ruim,Sim,340
CLI000737,36,Masculino,Solteiro,0,Médio,2906,Servidor Público,0,Veículo,67260,43,Regular,Não,760
CLI000738,38,Feminino,Solteiro,2,Superior,4528,Autônomo,15,Veículo,24555,40,Bom,Sim,684
CLI000739,71,Masculino,Solteiro,3,Superior,3081,Aposentado,0,Cartão,3090,6,Regular,Não,706
